row_index,sample_id,topic,question,reference_answer,prediction,gold_context_rank,gold_context_hit5,retrieved_context_hashes,generation_context_hashes,context_estimated_tokens,prompt_tokens,completion_tokens,latency_s,status,error
706,medicine_9943,medicine,Tác dụng của Miroestrol có trong sâm tố nữ đối với sức khỏe của phụ nữ là gì?,"Miroestrol có hoạt tính estrogen giống như estriol, giúp cải thiện các triệu chứng mãn kinh như bốc hỏa, khó ngủ, không gây hại cho gan, huyết học và thận.","Miroestrol có trong sâm tố nữ có hoạt tính estrogen tương tự như estriol, giúp cải thiện các triệu chứng mãn kinh như bốc hỏa, khó ngủ,... không gây hại cho gan, huyết học, thận. Ngoài ra, Miroestrol còn giúp tăng cường biểu hiện của ALP và collagen loại I trong nguyên bào xương, thúc đẩy sự hình thành xương, giảm nguy cơ loãng xương và gãy xương sau mãn kinh.",1,True,ca57309e3a8fc6d73cce|6d67843b142de1606339|ccf494bf22b27d34706f|1f866ad71c2ac3f4dcb6|6dbed5c7db4625b0466c,ca57309e3a8fc6d73cce|6d67843b142de1606339|ccf494bf22b27d34706f|1f866ad71c2ac3f4dcb6|6dbed5c7db4625b0466c,1381,1078,99,0.5098031999987143,OK,
707,medicine_1058,medicine,"Trong bài thuốc chữa vàng da, vàng niêm mạc mắt, tiểu ra sắc tố mật, cần dùng bao nhiêu gam Rễ Bạch đồng nữ?",Cần dùng 10gr Rễ Bạch đồng nữ.,Chưa đủ thông tin để trả lời câu hỏi.,1,True,01b66710f751d1b7808c|78e7242ef304e4620cef|c9f66078dee803a8cdba|f72b8bfdf02105af2676|31cc61fc9290701512c9,01b66710f751d1b7808c|78e7242ef304e4620cef|c9f66078dee803a8cdba|f72b8bfdf02105af2676|31cc61fc9290701512c9,1515,1262,12,6.939835099998163,OK,
708,medicine_12449,medicine,Tác dụng của tỏi đen so với tỏi tươi như thế nào?,Tác dụng của tỏi đen thấp hơn so với tỏi tươi.,Tác dụng của tỏi đen thấp hơn so với tỏi tươi do nồng độ đường tăng và nồng độ allicin giảm trong quá trình xử lý.,1,True,a734e029435bbcf07273|523b236abbee6f15833d|acad03ce28e3865d0ba9|ddb125d8c815ea2dbf2a|0b97964f88544ef3ece9,a734e029435bbcf07273|523b236abbee6f15833d|acad03ce28e3865d0ba9|ddb125d8c815ea2dbf2a|0b97964f88544ef3ece9,1194,981,35,0.44931120000183,OK,
709,medicine_13779,medicine,Vì sao đậu đen giúp giảm sự tồn tại của các chất độc trong cơ thể?,"Vì đậu đen giúp tống chất thải ra khỏi cơ thể mau chóng hơn, do đó các chất độc không tồn lại lâu trong cơ thể.","Chưa đủ thông tin. Trong ngữ cảnh, không có thông tin nào liên quan đến đậu đen giúp giảm sự tồn tại của các chất độc trong cơ thể.",1,True,2abbe34c99074d06d0aa|c5bb4d0cf43f2c36e94f|973427301162abf18b33|6bacee16917da3cb6034|2e43600de2798a66c18a,2abbe34c99074d06d0aa|c5bb4d0cf43f2c36e94f|973427301162abf18b33|6bacee16917da3cb6034|2e43600de2798a66c18a,1091,937,34,0.48585539999839966,OK,
710,medicine_11694,medicine,Liều dùng của bài thuốc chứa Toàn phúc hoa như thế nào?,Bài thuốc chứa Toàn phúc hoa được sử dụng bằng cách sắc uống.,Chưa đủ thông tin.,,False,695ee5ba0e5fa45fe28c|8ea12ab90fbff839ab30|18310d2ef6fd1f5dd493|638ccf4e5fdf601e7be4|5a8c163fdcbc3bb83d2e,695ee5ba0e5fa45fe28c|8ea12ab90fbff839ab30|18310d2ef6fd1f5dd493|638ccf4e5fdf601e7be4|5a8c163fdcbc3bb83d2e,1449,1185,7,0.4394541000001482,OK,
711,medicine_6207,medicine,Liều lượng sử dụng Kim thất tai trong bài thuốc là bao nhiêu?,"Liều lượng sử dụng Kim thất tai trong bài thuốc là 80g dược liệu tươi, sắc nước để uống.",Chưa đủ thông tin. Bạn chưa cung cấp thông tin về bài thuốc chứa Kim thất tai.,,False,b815fc90a75f094cea26|638ccf4e5fdf601e7be4|f05ab7bd9c454509b5e6|8cd757650540202b560f|c3db4aa85d323a8a9f45,b815fc90a75f094cea26|638ccf4e5fdf601e7be4|f05ab7bd9c454509b5e6|8cd757650540202b560f|c3db4aa85d323a8a9f45,1690,1269,21,6.964718600000197,OK,
712,medicine_1523,medicine,Thân cây Chè dây đặc điểm nổi bật như thế nào?,"Thân cây Chè dây đặc điểm nổi bật là thân và cành cứng, hình trụ, có lông nhỏ.","Thân cây Chè dây cứng, hình trụ, có lông nhỏ.",2,True,49b7da014f29f8e8a02e|188f66bb40612f7f1f4a|d7e7f4afcbb6fd307a8b|22890463450a1a2b6f91|c9d992afa6fbe6dc04f1,49b7da014f29f8e8a02e|188f66bb40612f7f1f4a|d7e7f4afcbb6fd307a8b|22890463450a1a2b6f91,1825,1476,16,6.915212700001575,OK,
713,medicine_8812,medicine,Phan tả diệp có giúp trị rối loạn tiêu hóa thực tích đầy bụng không?,"Phan tả diệp có thể giúp trị rối loạn tiêu hóa thực tích đầy bụng khi kết hợp với Tân lang, Đại hoàng, Sơn tra.","Có, Phan tả diệp có tác dụng hỗ trợ chức năng tiêu hóa, tiêu thực, cầm nôn và thường dùng để chữa các chứng đầy bụng, ăn không tiêu, đau bụng, nôn mửa, tiêu chảy.",1,True,b95b39c3e88fe72bc327|f0500fceba2db96fe6f4|f92127bdf22ae131464b|5a6d021b92cf88a91378|8a066b98dd85f93a61fd,b95b39c3e88fe72bc327|f0500fceba2db96fe6f4|f92127bdf22ae131464b|5a6d021b92cf88a91378|8a066b98dd85f93a61fd,908,819,52,0.5527357000028132,OK,
714,medicine_10809,medicine,Cây thương lục ưa thích điều kiện khí hậu nào?,"Cây thương lục ưa ẩm, hơi chịu bóng. Sinh trưởng và phát triển tốt trong điều kiện khí hậu ẩm mát quanh năm.","Cây thương lục ưa ẩm, hơi chịu bóng.",1,True,35cee8b77e2b81883f9b|ab8031d88adadad3f42e|0762f8c56c4dc243d57d|d6f6491a8dc8eb6db3dd|70013134782825eb6051,35cee8b77e2b81883f9b|ab8031d88adadad3f42e|0762f8c56c4dc243d57d|d6f6491a8dc8eb6db3dd|70013134782825eb6051,1984,1510,13,0.4469594000001962,OK,
715,medicine_11201,medicine,"Theo Trung tâm y tế tổng hợp và bổ sung quốc gia Hoa Kỳ (NCCIH), tác dụng của viên nhộng tinh dầu bạc hà pha loãng tan trong ruột đối với hội chứng ruột kích thích (IBS) là gì?","Theo NCCIH, viên nhộng tinh dầu bạc hà pha loãng tan trong ruột có thể giúp làm giảm các triệu chứng của IBS.","Theo NCCIH, viên nhộng tinh dầu bạc hà pha loãng tan trong ruột có thể làm giảm các triệu chứng của hội chứng ruột kích thích (IBS).",1,True,d9933ab012c22185b526|aab4cdf0f9d3b23cb80a|5b355616a0e9ecb73fbb|96daaaf48a5129fb9044|43195941463a0e1d5d82,d9933ab012c22185b526|aab4cdf0f9d3b23cb80a|5b355616a0e9ecb73fbb|96daaaf48a5129fb9044|43195941463a0e1d5d82,1363,1108,39,2.8392931999987923,OK,
716,medicine_7222,medicine,Cây Mè đất dùng bộ phận nào làm thuốc?,Bộ phận dùng của cây Mè đất là toàn cây.,"Chưa đủ thông tin. Trong ngữ cảnh cung cấp, không có thông tin về cây Mè đất.",,False,4762e05207764ac591dd|1ea4a9d2de5ce106ac8f|949dbb27d30f2cf7be63|9a73d87d43ac22ac104d|030d1b4b44dfc0f3c12c,4762e05207764ac591dd|1ea4a9d2de5ce106ac8f|949dbb27d30f2cf7be63|9a73d87d43ac22ac104d|030d1b4b44dfc0f3c12c,617,582,23,0.5032897999990382,OK,
717,medicine_4558,medicine,Khi nào thì thu hoạch gai bồ kết?,Gai bồ kết có thể thu hoạch quanh năm.,"Gai bồ kết có thể thu hoạch quanh năm, nhưng cần chọn loại gai còn tươi từng chùm ở thân hoặc cành.",1,True,fa44e2fe5d75f9ea0ef6|0baf9a931677f8b6f4ca|2d7022bb48dafb8c014f|3528b4c1060cfadf8eec|8864eeca3fa6b9511081,fa44e2fe5d75f9ea0ef6|0baf9a931677f8b6f4ca|2d7022bb48dafb8c014f|3528b4c1060cfadf8eec|8864eeca3fa6b9511081,1284,1015,31,2.760011400001531,OK,
718,medicine_671,medicine,Thời điểm thu hái cây bạc hà là khi nào?,"Theo một số tài liệu, cây được thu hái vào khoảng tháng 5, 8, 11.","Theo tài liệu, cây bạc hà được thu hái vào khoảng tháng 5, 8, 11.",1,True,3d0bf56d40d426f51fd4|954e5f53cc20b6f2f3f8|49b7da014f29f8e8a02e|6d58aef7979a24ac8296|d9933ab012c22185b526,3d0bf56d40d426f51fd4|954e5f53cc20b6f2f3f8|49b7da014f29f8e8a02e|6d58aef7979a24ac8296|d9933ab012c22185b526,1322,1102,25,6.93639020000046,OK,
719,medicine_12183,medicine,Tô diệp là gì?,Tô diệp là tên gọi của một loại dược liệu được chế biến từ lá của cây Tô diệp.,Tô diệp là vị thuốc được thu được từ lá cây Tía tô.,2,True,0e558316a6410c078dd0|20638588d42fe8c3fb71|30bfc348dae5cb219180|496ac3596883c12955fa|555a94e333a624878841,0e558316a6410c078dd0|20638588d42fe8c3fb71|30bfc348dae5cb219180|496ac3596883c12955fa|555a94e333a624878841,1308,1083,19,0.4371702999997069,OK,
720,medicine_6556,medicine,Lá bàng tươi có công dụng gì trong điều trị?,"Lá bàng tươi có hiệu quả trong điều trị viêm, như đã được chứng minh trong thí nghiệm.","Lá bàng tươi có khả năng kháng viêm, đặc biệt là trong điều trị phù tai cấp và mạn trên chuột.",1,True,4b47e197405954e546a0|13224cdd41779e9f326f|dc80f7b00ea66e824bad|3eaef0270397c3625dbe|9ec719fdb77c0af9b482,4b47e197405954e546a0|13224cdd41779e9f326f|dc80f7b00ea66e824bad|3eaef0270397c3625dbe|9ec719fdb77c0af9b482,1489,1145,28,0.4576013999976567,OK,
721,medicine_6657,medicine,"Sau khi thu hái, người ta xử lý lá khôi như thế nào?","Sau khi thu hái, người ta rửa sạch lá khôi, phơi nắng cho mềm rồi ủ trong râm.","Người ta rửa sạch lá Khôi, phơi nắng cho mềm rồi ủ trong râm. Cũng có thể sao lên để dùng.",1,True,084b411c2b79c4083388|0e558316a6410c078dd0|20907b963d73792a99c0|8f35a9ceae56dc7b8220|acc6b35dbc36a061c3ab,084b411c2b79c4083388|0e558316a6410c078dd0|20907b963d73792a99c0|8f35a9ceae56dc7b8220|acc6b35dbc36a061c3ab,1092,963,30,2.6773585000009916,OK,
722,medicine_2634,medicine,Cây sậy là gì?,Cây sậy là một loại cây thuộc họ Lúa nước.,"Cây sậy không được đề cập trong ngữ cảnh. Tuy nhiên, có thể thấy cây sậy được đề cập trong tài liệu ""TAI_LIEU id='1'"" như một trong những vị thuốc được sử dụng.",,False,bf711033c82844d85f6e|17741f8037fad8d14887|98607176ac175f3c4895|13224cdd41779e9f326f|69630c82026b949d116d,bf711033c82844d85f6e|17741f8037fad8d14887|98607176ac175f3c4895|13224cdd41779e9f326f|69630c82026b949d116d,766,775,48,0.4937896000010369,OK,
723,medicine_9600,medicine,Bông mo của cây ráy gai có chứa thành phần gì?,Bông mo của cây ráy gai có chứa acid hydrocyanic.,Bông mo của cây ráy gai chứa acid hydrocyanic.,1,True,91f1a57e21c9df2506aa|c3dda64f7fbce9b12698|df8ca2adfdbb1177e29c|fecceb6e291514fe506b|410b88c154cb23e6ffe4,91f1a57e21c9df2506aa|c3dda64f7fbce9b12698|df8ca2adfdbb1177e29c|fecceb6e291514fe506b|410b88c154cb23e6ffe4,1467,1289,16,6.917518400001427,OK,
724,medicine_13190,medicine,Những lợi ích mà tinh dầu hoàng đàn mang lại là gì?,"Tinh dầu hoàng đàn có thể có lợi để làm dịu da mụn trứng cá, hạn chế hình thành vết sẹo, dịu triệu chứng của bệnh chàm…","Tinh dầu hoàng đàn có thể được sử dụng như một phương pháp điều trị tại chỗ trên mụn nhọt, mụn đầu đen hoặc mụn đầu trắng.",,False,1dd17cc95ae63384400b|af23feb0fde0047ec19c|774880bfe8b772bb7e26|8d9b5e23d18ca75fd910|9ba5236f8781c4281a91,1dd17cc95ae63384400b|af23feb0fde0047ec19c|774880bfe8b772bb7e26|8d9b5e23d18ca75fd910|9ba5236f8781c4281a91,1235,995,32,0.5199188000005961,OK,
725,medicine_7478,medicine,Cách sử dụng mướp tây để điều trị chứng tiểu đục ra sao?,"Cây mướp tây tươi 100 – 150g, rửa sạch, cắt nhỏ và sắc cùng nước, uống thường xuyên cho đến khi khỏi.",Chưa đủ thông tin.,3,True,9ec719fdb77c0af9b482|e3a11544ce54925117e2|e580d7643f0d89cf7a39|eb132960d4703b9e2bf6|0a6c0ae7de5b920b3afb,9ec719fdb77c0af9b482|e3a11544ce54925117e2|e580d7643f0d89cf7a39|eb132960d4703b9e2bf6|0a6c0ae7de5b920b3afb,2056,1616,7,7.0353016999979445,OK,
726,medicine_12844,medicine,"Xuyên tiêu có vị gì, tính gì?","Xuyên tiêu có vị cay, tính ấm.","Tôi xin lỗi, nhưng tôi không thể tìm thấy thông tin về ""Xuyên tiêu"" trong ngữ cảnh được cung cấp. Có thể bạn muốn hỏi về một loại thảo mộc khác?",,False,c22e856ea68f07427ca1|73c2166ae0e9cf50c55b|84ad1bc3aef15514f671|4b765070af3f5de829af|69630c82026b949d116d,c22e856ea68f07427ca1|73c2166ae0e9cf50c55b|84ad1bc3aef15514f671|4b765070af3f5de829af|69630c82026b949d116d,1025,871,39,0.4629880000029516,OK,
727,medicine_1764,medicine,Tác dụng của quả cà dại hoa tím ra sao?,"Quả cà dại hoa tím được coi là độc, có tác dụng nhuận tràng và làm dễ tiêu.","Quả cà dại hoa tím được coi là độc, có tác dụng nhuận tràng và làm dễ tiêu.",1,True,78e7242ef304e4620cef|875eb4532566bf0d0161|f23c3e0a2e3de5d970bf|0143e478956d3df6d484|6bd55727a15abcf1f661,78e7242ef304e4620cef|875eb4532566bf0d0161|f23c3e0a2e3de5d970bf|0143e478956d3df6d484|6bd55727a15abcf1f661,1693,1375,24,2.6973866000007547,OK,
728,medicine_4842,medicine,Cơ chế hoạt động của hoa đậu biếc trong việc cải thiện thị lực là gì?,"Hoa đậu biếc có khả năng tăng cường lưu thông mạch máu khắp cơ thể, đưa chất dinh dưỡng đến nuôi dưỡng các tế bào của mắt. Điều này giúp cải thiện thị lực và giảm tổn thương do các gốc tự do gây ra.",Chưa đủ thông tin.,,False,9e0c31f23833aa969026|6135d6c5c703b7a113f8|da01644c366eb124a56e|d101d23dd6a199371d23|8668749b363da73286f7,9e0c31f23833aa969026|6135d6c5c703b7a113f8|da01644c366eb124a56e|d101d23dd6a199371d23|8668749b363da73286f7,1876,1404,7,6.94168830000126,OK,
729,medicine_8316,medicine,Ngấy hương có đặc hữu của vùng nào?,"Độc hữu của vùng Đông Dương (Việt Nam, Lào, Campuchia).","Ngấy hương (Rubus cochinchinensis) có đặc hữu của vùng Đông Dương (Việt Nam, Lào, Campuchia), có thể có ở Nam Trung Quốc.",1,True,c3202bf4a78f33e38ef6|aab4cdf0f9d3b23cb80a|0d6f5fff595f22b69a45|37bab8584baf056c14c4|e26b9357e310bd52ed9f,c3202bf4a78f33e38ef6|aab4cdf0f9d3b23cb80a|0d6f5fff595f22b69a45|37bab8584baf056c14c4|e26b9357e310bd52ed9f,878,801,40,2.6901688999969338,OK,
730,medicine_2255,medicine,Chiều cao của cây Hoa mào gà trắng có thể đạt tới bao nhiêu?,Chiều cao của cây Hoa mào gà trắng có thể đạt tới 2m.,Cây Hoa mào gà trắng có thể cao tới 2m.,3,True,99d2b6a2efd8648c9ef9|8efd172c135232b784b7|81245f0ecb6558edb479|3c9f06e461ad8f641cd6|0762f8c56c4dc243d57d,99d2b6a2efd8648c9ef9|8efd172c135232b784b7|81245f0ecb6558edb479|3c9f06e461ad8f641cd6|0762f8c56c4dc243d57d,1921,1653,16,6.99641800000245,OK,
731,medicine_2665,medicine,Bộ phận nào của Cây thuốc bỏng được sử dụng làm dược liệu?,Lá cây thường được sử dụng làm dược liệu trong cây thuốc bỏng.,Chưa đủ thông tin. Cây thuốc bỏng không được đề cập trong NGỮ CẢNH.,,False,949dbb27d30f2cf7be63|030d1b4b44dfc0f3c12c|dc80f7b00ea66e824bad|1f866ad71c2ac3f4dcb6|6d58aef7979a24ac8296,949dbb27d30f2cf7be63|030d1b4b44dfc0f3c12c|dc80f7b00ea66e824bad|1f866ad71c2ac3f4dcb6|6d58aef7979a24ac8296,980,795,24,0.42581849999987753,OK,
732,medicine_3487,medicine,Cần chuẩn bị bao nhiêu cỏ the tươi để làm bài thuốc?,Cần chuẩn bị 20g cỏ the tươi để làm bài thuốc.,"Tôi không tìm thấy thông tin về việc chuẩn bị cỏ the tươi để làm bài thuốc trong ngữ cảnh cung cấp. Nếu bạn có thể cung cấp thêm thông tin hoặc ngữ cảnh cụ thể, tôi sẽ cố gắng giúp bạn.",,False,26a867cd384af0265c5e|89b3c0be567480d8ba1e|0ebd7200efaf0de06826|cfab65b9b3477053b22f|93572fb1edb11245422e,26a867cd384af0265c5e|89b3c0be567480d8ba1e|0ebd7200efaf0de06826|cfab65b9b3477053b22f|93572fb1edb11245422e,1093,912,47,0.4839352000017243,OK,
733,medicine_4109,medicine,Các giống cây dương xỉ được dùng làm cây cảnh có màu sắc lá gì?,"Một số giống cây dương xỉ được dùng làm cây cảnh có màu lá khác nhau từ xanh xám, xanh bạc đến xanh lam.","Các giống cây dương xỉ được dùng làm cây cảnh có màu sắc lá khác nhau từ xanh xám, xanh bạc đến xanh lam.",1,True,2db1eae1e2858c61b43d|489a8b000aa5f9492640|7ff342b56815dfc743a3|eaecb9184fd017089137|c3dda64f7fbce9b12698,2db1eae1e2858c61b43d|489a8b000aa5f9492640|7ff342b56815dfc743a3|eaecb9184fd017089137|c3dda64f7fbce9b12698,1557,1301,29,2.664157900002465,OK,
734,medicine_5215,medicine,How should I use Dược liệu - Huyền hồ - Đơn thuốc kinh nghiệm - Đau ngực sườn??,"To use Dược liệu - Huyền hồ - Đơn thuốc kinh nghiệm - Đau ngực sườn, you should take all the ingredients in equal quantities and boil them. Then, drink the resulting concoction.","Tôi không thể trả lời được câu hỏi này vì chưa đủ thông tin. Tuy nhiên, dựa trên ngữ cảnh, có thể thấy rằng Huyền hồ (hay còn gọi là Đơn buốt) có thể được sử dụng để chữa đau ngực sườn. Tuy nhiên, để có thông tin chính xác và an toàn, bạn nên tham khảo ý kiến của chuyên gia y tế trước khi sử dụng.",5,True,a40a82991f1a7939a0ff|da329ca4131766d4c427|5bf8646956efc0435c4b|b4012293714828a88942|8f46f7d0f71cd0d1349b,a40a82991f1a7939a0ff|da329ca4131766d4c427|5bf8646956efc0435c4b|b4012293714828a88942|8f46f7d0f71cd0d1349b,1088,941,83,0.5171140999991621,OK,
735,medicine_13057,medicine,"Xương sông được dùng như thế nào trong bài thuốc để chữa chứng trúng phong hàn, cấm khẩu?","Lá xương sông và lá xương bồ tươi được giã nát, hòa với nước nóng uống hoặc sắc nước uống.","Tôi không tìm thấy thông tin về ""Xương sông"" trong ngữ cảnh cung cấp. Tuy nhiên, dựa trên thông tin về ""Khương hoạt"" trong tài liệu ""TAI_LIEU id=1"", tôi có thể đưa ra một số thông tin liên quan. Khương hoạt có vị cay, đắng, tính ấm, đi vào các kinh bàng quang, thận, có tác dụng đưa phong hàn ra khỏi cơ thể, hỗ trợ các bệnh xương khớp, giảm đau. Nó được dùng chữa nhức đầu, cảm mạo, phong hàn, sốt không ra mồ hôi, gân xương đau nhức. Nếu ""Xương sông"" là một tên gọi khác của Khương hoạt, thì nó có thể được dùng dưới dạng thuốc sắc hoặc thuốc rượu với liều dùng hằng ngày là 4 – 8g. Tuy nhiên, để có thông tin chính xác, tôi cần thêm thông tin về ""Xương sông"".",,False,9ba2d7f9310b42bbf7cd|c2e00ea5a42be5f98bea|8ea12ab90fbff839ab30|1f866ad71c2ac3f4dcb6|dc80f7b00ea66e824bad,9ba2d7f9310b42bbf7cd|c2e00ea5a42be5f98bea|8ea12ab90fbff839ab30|1f866ad71c2ac3f4dcb6|dc80f7b00ea66e824bad,1191,994,202,0.6558402000009664,OK,
736,medicine_5737,medicine,Đơn thuốc chữa kinh nguyệt không đều sử dụng hồi đầu thảo như thế nào?,"Để điều trị kinh nguyệt không đều, mỗi ngày lấy 10 gram bột Hồi đầu thảo pha với nước đun sôi để nguội và uống. Bắt đầu uống sau ngày có kinh khoảng 2 tuần, trong một liệu trình kéo dài 10 ngày. Sau 2 đến 3 đợt uống thuốc, chu kỳ kinh nguyệt sẽ ổn định.","Theo thông tin trong NGỮ CẢNH, đơn thuốc chữa kinh nguyệt không đều sử dụng hồi đầu thảo như sau: - Mỗi ngày lấy 10 gram bột Hồi đầu thảo pha với nước đun sôi để nguội uống. - Bắt đầu uống thuốc là sau ngày có kinh khoảng 2 tuần. - Một liệu trình điều trị kéo dài trong 10 ngày. - Sau 2 – 3 đợt uống thuốc chu kỳ kinh nguyệt sẽ ổn định.",1,True,1bd8445ca064e8066af6|2d7022bb48dafb8c014f|a40a82991f1a7939a0ff|4efdacca29e0dd503566|5ce2fef1b5c3770edfec,1bd8445ca064e8066af6|2d7022bb48dafb8c014f|a40a82991f1a7939a0ff|4efdacca29e0dd503566|5ce2fef1b5c3770edfec,2033,1512,103,7.23184019999826,OK,
